opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
*Park Krakowski*84 m2* możliwy podział na 2 małe;: Krowodrza;3 pokoje;831 000 zł;84 m²;9 893 zł/m²;https://www.otodom.pl/oferta/park-krakowski84-m2-mozliwy-podzial-na-2-male-ID41yxU.html#461619a5cf;2019-07-17 15:24:44.423237
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;2 pokoje;378 213 zł;51,81 m²;7 300 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41yxP.html#461619a5cf;2019-07-17 15:24:44.423237
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;3 pokoje;343 576 zł;51,28 m²;6 700 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41yxQ.html#461619a5cf;2019-07-17 15:24:44.423237
2 pokoje z balkonem gotowe - Wiślane Tarasy;: Grzegórzki;2 pokoje;685 000 zł;55,20 m²;12 409 zł/m²;https://www.otodom.pl/oferta/2-pokoje-z-balkonem-gotowe-wislane-tarasy-ID41yxw.html#461619a5cf;2019-07-17 15:24:44.423237
Mieszkanie, 42,26 m², Kraków;: Nowa Huta;2 pokoje;310 741 zł;42,26 m²;7 353 zł/m²;https://www.otodom.pl/oferta/mieszkanie-42-26-m-krakow-ID41yvP.html#461619a5cf;2019-07-17 15:24:44.423237
Mieszkanie, 49,77 m², Kraków;: Nowa Huta;2 pokoje;389 603 zł;49,77 m²;7 828 zł/m²;https://www.otodom.pl/oferta/mieszkanie-49-77-m-krakow-ID41yvN.html#461619a5cf;2019-07-17 15:24:44.423738
Mieszkanie, 310 741 m², Kraków;: Nowa Huta;2 pokoje;284 757 zł;310 741 m²;1 zł/m²;https://www.otodom.pl/oferta/mieszkanie-310-741-m-krakow-ID41yvO.html#461619a5cf;2019-07-17 15:24:44.423738
Mieszkanie, 28,93 m², Kraków;: Dębniki, Kliny-Zacisze;1 pokój;293 000 zł;28,93 m²;10 128 zł/m²;https://www.otodom.pl/oferta/mieszkanie-28-93-m-krakow-ID41yvL.html#461619a5cf;2019-07-17 15:24:44.423738
Mieszkanie, 43,32 m², Kraków;: Swoszowice, Opatkowice;2 pokoje;330 000 zł;43,32 m²;7 618 zł/m²;https://www.otodom.pl/oferta/mieszkanie-43-32-m-krakow-ID41yvM.html#461619a5cf;2019-07-17 15:24:44.423738
4 pokoje, nowe, Bronowice;: Bronowice;4 pokoje;720 088,60 zł;96,14 m²;7 490 zł/m²;https://www.otodom.pl/oferta/4-pokoje-nowe-bronowice-ID41yvJ.html#461619a5cf;2019-07-17 15:24:44.423738
4 pokoje, nowe, Bronowice;: Bronowice;4 pokoje;876 965,40 zł;125,46 m²;6 990 zł/m²;https://www.otodom.pl/oferta/4-pokoje-nowe-bronowice-ID41yvK.html#461619a5cf;2019-07-17 15:24:44.424240
- Świetne TRZYPOKOJOWE przy samej ul. Królewskiej.;: Krowodrza;3 pokoje;680 000 zł;64,53 m²;10 538 zł/m²;https://www.otodom.pl/oferta/swietne-trzypokojowe-przy-samej-ul-krolewskiej-ID41ny9.html#948935011d;2019-07-17 15:24:45.447610
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#948935011d;2019-07-17 15:24:45.447610
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#948935011d;2019-07-17 15:24:45.447610
Odbiór Wrzesień 1 lub 2 pok z garażem z cenie;: Bieżanów-Prokocim;3 pokoje;242 540 zł;38 m²;6 383 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-1-lub-2-pok-z-garazem-z-cenie-ID41vID.html#948935011d;2019-07-17 15:24:45.447610
 Kraków-Przewóz;: Podgórze;2 pokoje;520 000 zł;54,24 m²;9 587 zł/m²;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-krakow-przewoz-ID41voH.html#948935011d;2019-07-17 15:24:45.447610
Wrocławska 2pok.;: Krowodrza;2 pokoje;365 000 zł;38,27 m²;9 537 zł/m²;https://www.otodom.pl/oferta/wroclawska-2pok-ID41vd4.html#948935011d;2019-07-17 15:24:45.448613
Komfortowe , zadbane 2 pokojowe , do negocjacji!;: Prądnik Czerwony;2 pokoje;398 000 zł;55 m²;7 236 zł/m²;https://www.otodom.pl/oferta/komfortowe-zadbane-2-pokojowe-do-negocjacji-ID41vcY.html#948935011d;2019-07-17 15:24:45.448613
4 pokoje, nowe, Bronowice;: Bronowice;4 pokoje;876 965,40 zł;125,46 m²;6 990 zł/m²;https://www.otodom.pl/oferta/4-pokoje-nowe-bronowice-ID41yvH.html#948935011d;2019-07-17 15:24:45.448613
4 pokoje, nowe, Bronowice;: Bronowice;4 pokoje;720 088,60 zł;96,14 m²;7 490 zł/m²;https://www.otodom.pl/oferta/4-pokoje-nowe-bronowice-ID41yvI.html#948935011d;2019-07-17 15:24:45.448613
Eng| 4 pok. Apartament 70 m2, Kazimierza Wielkiego;: Krowodrza;4 pokoje;640 000 zł;70 m²;9 143 zł/m²;https://www.otodom.pl/oferta/eng-4-pok-apartament-70-m2-kazimierza-wielkiego-ID41yvE.html#948935011d;2019-07-17 15:24:45.449616
Dwupoziomowe mieszkanie z ogródkiem przy ul. Gaik;: Prądnik Biały;4 pokoje;772 809 zł;126,69 m²;6 100 zł/m²;https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-z-ogrodkiem-przy-ul-gaik-ID41yva.html#948935011d;2019-07-17 15:24:45.449616
2 pok z Ogródkiem Swoszowice, Opatkowice.;: Swoszowice, Opatkowice;2 pokoje;329 000 zł;43,32 m²;7 595 zł/m²;https://www.otodom.pl/oferta/2-pok-z-ogrodkiem-swoszowice-opatkowice-ID41yuh.html#948935011d;2019-07-17 15:24:45.449616
Eleganckie mieszkanie gotowe do odbioru!;: Nowa Huta, Czyżyny;2 pokoje;392 000 zł;51 m²;7 686 zł/m²;https://www.otodom.pl/oferta/eleganckie-mieszkanie-gotowe-do-odbioru-ID41ytS.html#948935011d;2019-07-17 15:24:45.450121
Mieszkanie na obrzeżach miasta;: małopolskie;4 pokoje;490 000 zł;82,77 m²;5 920 zł/m²;https://www.otodom.pl/oferta/mieszkanie-na-obrzezach-miasta-ID41ytM.html#948935011d;2019-07-17 15:24:45.450121
3 pokojowe na Prądniku Czerwonym!;: Prądnik Czerwony;3 pokoje;369 000 zł;61,26 m²;6 024 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-na-pradniku-czerwonym-ID41yts.html#948935011d;2019-07-17 15:24:45.450121
Nowe 6 pokoi 110m2 ul. Hamernia;: Zwierzyniec, Wola Justowska;6 pokoi;948 762 zł;110 m²;8 625 zł/m²;https://www.otodom.pl/oferta/nowe-6-pokoi-110m2-ul-hamernia-ID41ys1.html#948935011d;2019-07-17 15:24:45.450121
Nowe 4 pokoje 76m2 ul. Hamernia;: Zwierzyniec, Wola Justowska;4 pokoje;632 000 zł;75,78 m²;8 340 zł/m²;https://www.otodom.pl/oferta/nowe-4-pokoje-76m2-ul-hamernia-ID41yrZ.html#948935011d;2019-07-17 15:24:45.450121
Rozkładowe 3 pokojowe, 60 m2 na os.Dywizjonu 303;: Nowa Huta, Czyżyny;3 pokoje;406 000 zł;60 m²;6 767 zł/m²;https://www.otodom.pl/oferta/rozkladowe-3-pokojowe-60-m2-na-os-dywizjonu-303-ID41yre.html#948935011d;2019-07-17 15:24:45.450622
Kraków – Kazimierz – ul. Skawińska – 79 m2;: Stare Miasto, Kazimierz;3 pokoje;950 000 zł;79 m²;12 025 zł/m²;https://www.otodom.pl/oferta/krakow-kazimierz-ul-skawinska-79-m2-ID41yqw.html#948935011d;2019-07-17 15:24:45.450622
Kraków – Stare Miasto – ul. Wielopole - 68 m2;: Stare Miasto;3 pokoje;790 000 zł;68 m²;11 618 zł/m²;https://www.otodom.pl/oferta/krakow-stare-miasto-ul-wielopole-68-m2-ID41yq1.html#948935011d;2019-07-17 15:24:45.450622
Kraków – STARE MIASTO – 52 m2;: Stare Miasto;3 pokoje;619 000 zł;52 m²;11 904 zł/m²;https://www.otodom.pl/oferta/krakow-stare-miasto-52-m2-ID41ypR.html#948935011d;2019-07-17 15:24:45.451123
Atrakcyjne mieszkanie 28m2, ul. Mogilska;: Stare Miasto;1 pokój;329 000 zł;28 m²;11 750 zł/m²;https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-28m2-ul-mogilska-ID41ypA.html#948935011d;2019-07-17 15:24:45.451123
2 pokoje gotowe do odbioru;: Zwierzyniec, Wola Justowska;2 pokoje;454 900 zł;40 m²;11 373 zł/m²;https://www.otodom.pl/oferta/2-pokoje-gotowe-do-odbioru-ID41yps.html#948935011d;2019-07-17 15:24:45.451624
2 pokoje z ogródkiem;: Zwierzyniec, Wola Justowska;2 pokoje;553 000 zł;58 m²;9 534 zł/m²;https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-ID41ymk.html#948935011d;2019-07-17 15:24:45.451624
Kameralne 2 Pokoje Do Wejścia;: Łagiewniki-Borek Fałęcki, Borek Fałęcki;2 pokoje;420 000 zł;46,78 m²;8 978 zł/m²;https://www.otodom.pl/oferta/kameralne-2-pokoje-do-wejscia-ID41ymj.html#948935011d;2019-07-17 15:24:45.452138
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;2 pokoje;360 561 zł;38,77 m²;9 300 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41ym4.html#948935011d;2019-07-17 15:24:45.452138
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;1 pokój;409 944 zł;44,08 m²;9 300 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41ym3.html#948935011d;2019-07-17 15:24:45.452627
Dwupokojowe mieszkanie z funkcjonalnym rozkładem;: Krowodrza;2 pokoje;579 000 zł;60 m²;9 650 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-z-funkcjonalnym-rozkladem-ID41yly.html#948935011d;2019-07-17 15:24:45.452627
Ok. Bonarki -3 pokoje -oddzielna kuchnia;: małopolskie;3 pokoje;450 000 zł;59,50 m²;7 563 zł/m²;https://www.otodom.pl/oferta/ok-bonarki-3-pokoje-oddzielna-kuchnia-ID41yl5.html#948935011d;2019-07-17 15:24:45.452627
Mieszkanie, 50 m², Kraków;: Prądnik Biały;2 pokoje;390 000 zł;50 m²;7 800 zł/m²;https://www.otodom.pl/oferta/mieszkanie-50-m-krakow-ID41ykN.html#948935011d;2019-07-17 15:24:45.453128
4 pokoje przy Kazimierza Wielkiego! 82m2! Eng;: Krowodrza;4 pokoje;640 000 zł;70 m²;9 143 zł/m²;https://www.otodom.pl/oferta/4-pokoje-przy-kazimierza-wielkiego-82m2-eng-ID41ykB.html#948935011d;2019-07-17 15:24:45.453128
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#731d207af4;2019-07-17 15:24:46.311636
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#731d207af4;2019-07-17 15:24:46.312137
- Świetne TRZYPOKOJOWE przy samej ul. Królewskiej.;: Krowodrza;3 pokoje;680 000 zł;64,53 m²;10 538 zł/m²;https://www.otodom.pl/oferta/swietne-trzypokojowe-przy-samej-ul-krolewskiej-ID41ny9.html#731d207af4;2019-07-17 15:24:46.312137
 Kraków-Przewóz;: Podgórze;2 pokoje;520 000 zł;54,24 m²;9 587 zł/m²;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-krakow-przewoz-ID41voH.html#731d207af4;2019-07-17 15:24:46.312137
Nowoczesne mieszkanie - 36m2, al. 29 Listopada;: Prądnik Czerwony;3 pokoje;309 000 zł;36 m²;8 583 zł/m²;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-36m2-al-29-listopada-ID41vLe.html#731d207af4;2019-07-17 15:24:46.312137
KLIMATYCZNE z widokiem na Wawel i Wisłę WŁAŚCICIEL;: małopolskie;3 pokoje;1 399 000 zł;97,10 m²;14 408 zł/m²;https://www.otodom.pl/oferta/klimatyczne-z-widokiem-na-wawel-i-wisle-wlasciciel-ID41xVD.html#731d207af4;2019-07-17 15:24:46.312638
Piastowska 6 lub 7 pokoi;: Krowodrza;6 pokoi;649 000 zł;73 m²;8 890 zł/m²;https://www.otodom.pl/oferta/piastowska-6-lub-7-pokoi-ID41vQI.html#731d207af4;2019-07-17 15:24:46.312638
Kawalerka - Wysłouchów.;: Podgórze Duchackie, Kurdwanów;1 pokój;270 000 zł;34 m²;7 941 zł/m²;https://www.otodom.pl/oferta/kawalerka-wyslouchow-ID41yko.html#731d207af4;2019-07-17 15:24:46.312638
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#24f2434338;2019-07-19 11:03:34.499893
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#24f2434338;2019-07-19 11:03:34.499893
Mieszkanie (59.56 m2) - 3 pok. ul. Heila;: Podgórze Duchackie, Wola Duchacka;3 pokoje;450 000 zł;59,56 m²;7 555 zł/m²;https://www.otodom.pl/oferta/mieszkanie-59-56-m2-3-pok-ul-heila-ID41AOW.html#24f2434338;2019-07-19 11:03:34.500394
Trzypokojowy z ogrodem, Wola Justowska - Ostatni!;: Zwierzyniec, Wola Justowska;3 pokoje;552 500 zł;58,18 m²;9 496 zł/m²;https://www.otodom.pl/oferta/trzypokojowy-z-ogrodem-wola-justowska-ostatni-ID41Bdb.html#24f2434338;2019-07-19 11:03:34.500394
ul. Mazowiecka- 3 pokoje 48m2;: Krowodrza, Łobzów;3 pokoje;420 000 zł;48 m²;8 750 zł/m²;https://www.otodom.pl/oferta/ul-mazowiecka-3-pokoje-48m2-ID41AM4.html#24f2434338;2019-07-19 11:03:34.500394
ul. Łokietka/Wrocławska - 3 pokoje;: Krowodrza, Łobzów;3 pokoje;469 000 zł;61,65 m²;7 607 zł/m²;https://www.otodom.pl/oferta/ul-lokietka-wroclawska-3-pokoje-ID41AGS.html#24f2434338;2019-07-19 11:03:34.500394
150m od linii tramwajowej Ruczaj ,ul.Chmieleniec.;: Dębniki, Ruczaj;3 pokoje;397 000 zł;48,45 m²;8 194 zł/m²;https://www.otodom.pl/oferta/150m-od-linii-tramwajowej-ruczaj-ul-chmieleniec-ID41ym2.html#24f2434338;2019-07-19 11:03:34.500896
Mieszkanie inwestycyjne 5-pokojowe, ROI 9,5%;: Krowodrza;5 pokoi;457 990 zł;57,40 m²;7 979 zł/m²;https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-5-pokojowe-roi-9-5-ID41ycL.html#24f2434338;2019-07-19 11:03:34.500896
Gotowe,urządzone mieszkanie na 2 Pułku Lotniczego;: Nowa Huta, Czyżyny;3 pokoje;495 000 zł;48,55 m²;10 196 zł/m²;https://www.otodom.pl/oferta/gotowe-urzadzone-mieszkanie-na-2-pulku-lotniczego-ID41Bsf.html#24f2434338;2019-07-19 11:03:34.500896
Mieszkanie, 29,50 m², Kraków;: Grzegórzki, Olsza;1 pokój;200 000 zł;29,50 m²;6 780 zł/m²;https://www.otodom.pl/oferta/mieszkanie-29-50-m-krakow-ID41Bsd.html#24f2434338;2019-07-19 11:03:34.501397
Komfortowo urządzony apartament bez Pcc Prądnik B.;: Prądnik Biały, Górka Narodowa;2 pokoje;355 000 zł;37 m²;9 595 zł/m²;https://www.otodom.pl/oferta/komfortowo-urzadzony-apartament-bez-pcc-pradnik-b-ID41Bsc.html#24f2434338;2019-07-19 11:03:34.501397
Kawalerka po remoncie, 25 m2, Kraków, Azory,Jaremy;: Prądnik Biały, Azory;1 pokój;226 000 zł;25,25 m²;8 950 zł/m²;https://www.otodom.pl/oferta/kawalerka-po-remoncie-25-m2-krakow-azory-jaremy-ID41BnX.html#24f2434338;2019-07-19 11:03:34.501397
33 m2 urządzone, balkon, przy Galerii Kazimierz;: Grzegórzki;1 pokój;360 000 zł;33 m²;10 909 zł/m²;https://www.otodom.pl/oferta/33-m2-urzadzone-balkon-przy-galerii-kazimierz-ID41Boq.html#24f2434338;2019-07-19 11:03:34.501397
2 pokoje w wysokim standardzie Prądnik Czerwony;: Prądnik Czerwony;2 pokoje;398 000 zł;42 m²;9 476 zł/m²;https://www.otodom.pl/oferta/2-pokoje-w-wysokim-standardzie-pradnik-czerwony-ID41Bop.html#24f2434338;2019-07-19 11:03:34.501397
Mieszkanie dla Rodziny, pary w spokojnej okolicy z;: Bieńczyce;3 pokoje;355 000 zł;46,20 m²;7 684 zł/m²;https://www.otodom.pl/oferta/mieszkanie-dla-rodziny-pary-w-spokojnej-okolicy-z-ID41zAu.html#24f2434338;2019-07-19 11:03:34.501898
5 minut na Wawel!!!;: Stare Miasto;1 pokój;600 000 zł;56 m²;10 714 zł/m²;https://www.otodom.pl/oferta/5-minut-na-wawel-ID41BlV.html#24f2434338;2019-07-19 11:03:34.501898
Przestronne mieszkanie dla rodziny Malwowa ✔✔✔;: Podgórze Duchackie;3 pokoje;450 000 zł;55,36 m²;8 129 zł/m²;https://www.otodom.pl/oferta/przestronne-mieszkanie-dla-rodziny-malwowa-ID41BlB.html#24f2434338;2019-07-19 11:03:34.501898
Nowoczesny design/Wspaniała lokalizacja;: Krowodrza;3 pokoje;375 000 zł;41,35 m²;9 069 zł/m²;https://www.otodom.pl/oferta/nowoczesny-design-wspaniala-lokalizacja-ID41Bli.html#24f2434338;2019-07-19 11:03:34.501898
Nowe 3 pokoje 47m2 duży balkon;: małopolskie;3 pokoje;382 401 zł;47,21 m²;8 100 zł/m²;https://www.otodom.pl/oferta/nowe-3-pokoje-47m2-duzy-balkon-ID41BjQ.html#24f2434338;2019-07-19 11:03:34.501898
Ustawne, 4 Pokojowe Mieszkanie ( Prądnik Biały);: Prądnik Biały;4 pokoje;545 750 zł;88,30 m²;6 181 zł/m²;https://www.otodom.pl/oferta/ustawne-4-pokojowe-mieszkanie-pradnik-bialy-ID41BhI.html#24f2434338;2019-07-19 11:03:34.502400
3 pokojowe mieszkanie ul.Lea;: Krowodrza, Krowodrza Górka;3 pokoje;449 000 zł;49 m²;9 163 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-lea-ID41BgP.html#24f2434338;2019-07-19 11:03:34.502400
2 pokoje mieszkanie Azory sprzedam, zamienię.;: Prądnik Biały, Azory;2 pokoje;362 000 zł;37 m²;9 784 zł/m²;https://www.otodom.pl/oferta/2-pokoje-mieszkanie-azory-sprzedam-zamienie-ID41yFb.html#24f2434338;2019-07-19 11:03:34.502901
Mieszkanie, 67 m², Kraków;: Zwierzyniec, Wola Justowska;3 pokoje;620 000 zł;67 m²;9 254 zł/m²;https://www.otodom.pl/oferta/mieszkanie-67-m-krakow-ID41BfS.html#24f2434338;2019-07-19 11:03:34.502901
Mieszkanie, 59,56 m², Kraków;: Podgórze Duchackie, Wola Duchacka;3 pokoje;450 000 zł;59,56 m²;7 555 zł/m²;https://www.otodom.pl/oferta/mieszkanie-59-56-m-krakow-ID41Bff.html#24f2434338;2019-07-19 11:03:34.502901
3 pokoje z przepiękną panoramą 72m2 okazja;: Podgórze Duchackie;3 pokoje;399 999 zł;71,70 m²;5 579 zł/m²;https://www.otodom.pl/oferta/3-pokoje-z-przepiekna-panorama-72m2-okazja-ID41Bep.html#24f2434338;2019-07-19 11:03:34.502901
Ciche mieszkanie na poddaszu, przy Kopcu Krakusa!;: Podgórze, Stare Podgórze;2 pokoje;260 000 zł;33,20 m²;7 831 zł/m²;https://www.otodom.pl/oferta/ciche-mieszkanie-na-poddaszu-przy-kopcu-krakusa-ID41Be5.html#24f2434338;2019-07-19 11:03:34.503403
Atrakcyjny apartament w Angel Plaza, Zwierzyniecka;: Stare Miasto;3 pokoje;828 000 zł;59 m²;14 034 zł/m²;https://www.otodom.pl/oferta/atrakcyjny-apartament-w-angel-plaza-zwierzyniecka-ID41Bdn.html#24f2434338;2019-07-19 11:03:34.503403
2 niezależne pokoje, os. Europejskie, pod wynajem;: Dębniki, Ruczaj;2 pokoje;380 000 zł;45,10 m²;8 426 zł/m²;https://www.otodom.pl/oferta/2-niezalezne-pokoje-os-europejskie-pod-wynajem-ID41Bdl.html#24f2434338;2019-07-19 11:03:34.503403
Mieszkanie, 37,98 m², Kraków;: Nowa Huta;1 pokój;245 000 zł;37,98 m²;6 451 zł/m²;https://www.otodom.pl/oferta/mieszkanie-37-98-m-krakow-ID41Bdj.html#24f2434338;2019-07-19 11:03:34.503403
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#b7c17405d5;2019-07-19 11:03:35.368783
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#b7c17405d5;2019-07-19 11:03:35.368783
Mieszkanie inwestycyjne 5-pokojowe, ROI 9,5%;: Krowodrza;5 pokoi;457 990 zł;57,40 m²;7 979 zł/m²;https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-5-pokojowe-roi-9-5-ID41ycL.html#b7c17405d5;2019-07-19 11:03:35.369284
Mieszkanie dla Rodziny, pary w spokojnej okolicy z;: Bieńczyce;3 pokoje;355 000 zł;46,20 m²;7 684 zł/m²;https://www.otodom.pl/oferta/mieszkanie-dla-rodziny-pary-w-spokojnej-okolicy-z-ID41zAu.html#b7c17405d5;2019-07-19 11:03:35.369284
OKAZJA!Krowodrza 54m2 2 pokoje z balkonem i strych;: Krowodrza;2 pokoje;386 000 zł;54 m²;7 148 zł/m²;https://www.otodom.pl/oferta/okazja-krowodrza-54m2-2-pokoje-z-balkonem-i-strych-ID41B5V.html#b7c17405d5;2019-07-19 11:03:35.369284
OKAZJA! 2 - pokojowe mieszkanie ul. Nuszkiewicza;: Prądnik Czerwony;2 pokoje;370 000 zł;52 m²;7 115 zł/m²;https://www.otodom.pl/oferta/okazja-2-pokojowe-mieszkanie-ul-nuszkiewicza-ID41B34.html#b7c17405d5;2019-07-19 11:03:35.369759
WYJĄTKOWE dla rodziny lub pod inwestycję na pokoje;: małopolskie;4 pokoje;725 000 zł;84 m²;8 631 zł/m²;https://www.otodom.pl/oferta/wyjatkowe-dla-rodziny-lub-pod-inwestycje-na-pokoje-ID41A8O.html#b7c17405d5;2019-07-19 11:03:35.369759
Apartament 73 m2, 4 pokoje, 2 balkony, Piasta Park;: Nowa Huta;4 pokoje;592 000 zł;73,20 m²;8 087 zł/m²;https://www.otodom.pl/oferta/apartament-73-m2-4-pokoje-2-balkony-piasta-park-ID41BcD.html#b7c17405d5;2019-07-19 11:03:35.369759
37m2 balkon 9p. widok na park Nowa Huta bez Pcc;: Nowa Huta;2 pokoje;299 000 zł;36,98 m²;8 085 zł/m²;https://www.otodom.pl/oferta/37m2-balkon-9p-widok-na-park-nowa-huta-bez-pcc-ID41BcC.html#b7c17405d5;2019-07-19 11:03:35.369759
Mieszkanie 2-pok. widok na park os.Piastów bez Pcc;: Nowa Huta;2 pokoje;293 000 zł;36,21 m²;8 092 zł/m²;https://www.otodom.pl/oferta/mieszkanie-2-pok-widok-na-park-os-piastow-bez-pcc-ID41BcA.html#b7c17405d5;2019-07-19 11:03:35.370286
Mieszkanie, 33,66 m², Kraków;: Nowa Huta;2 pokoje;256 000 zł;33,66 m²;7 605 zł/m²;https://www.otodom.pl/oferta/mieszkanie-33-66-m-krakow-ID41B8f.html#b7c17405d5;2019-07-19 11:03:35.370286
os. Dywizjonu 303, Dwupokojowe z loggią, Kupuj,,,,;: Nowa Huta, Czyżyny;2 pokoje;392 000 zł;54,10 m²;7 246 zł/m²;https://www.otodom.pl/oferta/os-dywizjonu-303-dwupokojowe-z-loggia-kupuj-ID41B7X.html#b7c17405d5;2019-07-19 11:03:35.370286
Mieszkanie, 27 m², Kraków;: Podgórze, Stare Podgórze;1 pokój;368 000 zł;27 m²;13 630 zł/m²;https://www.otodom.pl/oferta/mieszkanie-27-m-krakow-ID41B7q.html#b7c17405d5;2019-07-19 11:03:35.370286
Mieszkanie 3 pokojowe 71 m2 z dużym potencjałem !!;: Podgórze Duchackie, Kurdwanów;3 pokoje;425 000 zł;71,70 m²;5 927 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-71-m2-z-duzym-potencjalem-ID41B6K.html#b7c17405d5;2019-07-19 11:03:35.370761
Kawalerki pod zakup inwestycyjny;: Krowodrza;2 pokoje;324 563 zł;31,63 m²;10 261 zł/m²;https://www.otodom.pl/oferta/kawalerki-pod-zakup-inwestycyjny-ID41B6G.html#b7c17405d5;2019-07-19 11:03:35.370761
Kawalerki pod zakup inwestycyjny;: Krowodrza;2 pokoje;326 793 zł;30,22 m²;10 814 zł/m²;https://www.otodom.pl/oferta/kawalerki-pod-zakup-inwestycyjny-ID41B6F.html#b7c17405d5;2019-07-19 11:03:35.370761
2 pokojowe mieszkanie do odświeżenia;: Dębniki, Kliny-Zacisze;2 pokoje;340 000 zł;47,87 m²;7 103 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-do-odswiezenia-ID41B6j.html#b7c17405d5;2019-07-19 11:03:35.371293
2 pok. 50m2. Kliny. Ruczaj.;: Dębniki, Kliny-Zacisze;2 pokoje;360 000 zł;50 m²;7 200 zł/m²;https://www.otodom.pl/oferta/2-pok-50m2-kliny-ruczaj-ID41AS8.html#b7c17405d5;2019-07-19 11:03:35.371293
Kawalerki pod zakup inwestycyjny;: Krowodrza;3 pokoje;645 351 zł;80,08 m²;8 059 zł/m²;https://www.otodom.pl/oferta/kawalerki-pod-zakup-inwestycyjny-ID41B63.html#b7c17405d5;2019-07-19 11:03:35.371293
2 pok Na Skarpie dobry standard;: małopolskie;2 pokoje;370 000 zł;52 m²;7 115 zł/m²;https://www.otodom.pl/oferta/2-pok-na-skarpie-dobry-standard-ID41B5z.html#b7c17405d5;2019-07-19 11:03:35.371764
Kraków – Nowa Huta – os. Szkolne – 28 m2;: Nowa Huta;1 pokój;179 000 zł;28 m²;6 393 zł/m²;https://www.otodom.pl/oferta/krakow-nowa-huta-os-szkolne-28-m2-ID41B58.html#b7c17405d5;2019-07-19 11:03:35.371764
Studio / kawalerka - KLINY ZACISZE - 26,77m2;: małopolskie;1 pokój;175 000 zł;26,77 m²;6 537 zł/m²;https://www.otodom.pl/oferta/studio-kawalerka-kliny-zacisze-26-77m2-ID41B4P.html#b7c17405d5;2019-07-19 11:03:35.371764
Dwupoziomowe, 65 m2, Balkon, Ruczaj;: Dębniki, Ruczaj;3 pokoje;480 000 zł;65 m²;7 385 zł/m²;https://www.otodom.pl/oferta/dwupoziomowe-65-m2-balkon-ruczaj-ID41B4c.html#b7c17405d5;2019-07-19 11:03:35.372285
