opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
Nowa Huta-2 pok-jasna kuchnia, do wejścia;: Nowa Huta;2 pokoje;265 000 zł;36 m²;7 361 zł/m²;https://www.otodom.pl/oferta/nowa-huta-2-pok-jasna-kuchnia-do-wejscia-ID41uV6.html#af9a30ba0a;2019-07-15 14:38:36.691009
w sercu Nowej Huty + piękny widok gratis;: Nowa Huta;2 pokoje;375 000 zł;53 m²;7 075 zł/m²;https://www.otodom.pl/oferta/w-sercu-nowej-huty-piekny-widok-gratis-ID41uWz.html#af9a30ba0a;2019-07-15 14:38:36.691511
2 pokoje nowe na wrzesień 2019 Huta;: Krowodrza;2 pokoje;339 195 zł;43,66 m²;7 769 zł/m²;https://www.otodom.pl/oferta/2-pokoje-nowe-na-wrzesien-2019-huta-ID41uWp.html#af9a30ba0a;2019-07-15 14:38:36.691511
3 Pokoje Prawie Gotowe Od Developera Huta;: Krowodrza;3 pokoje;447 869 zł;61,29 m²;7 307 zł/m²;https://www.otodom.pl/oferta/3-pokoje-prawie-gotowe-od-developera-huta-ID41uWq.html#af9a30ba0a;2019-07-15 14:38:36.691511
2 Pokoje Prawie Gotowe Od Developera Huta;: Krowodrza;2 pokoje;382 000 zł;49,46 m²;7 723 zł/m²;https://www.otodom.pl/oferta/2-pokoje-prawie-gotowe-od-developera-huta-ID41uWr.html#af9a30ba0a;2019-07-15 14:38:36.692012
2 pokojowe mieszkanie 37m2 1 piętro Stachiewicza;: Krowodrza;2 pokoje;310 000 zł;37,29 m²;8 313 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-37m2-1-pietro-stachiewicza-ID41uUJ.html#af9a30ba0a;2019-07-15 14:38:36.692012
Mieszkanie, 52 m², Kraków;: Prądnik Czerwony, Ugorek;2 pokoje;374 000 zł;52 m²;7 192 zł/m²;https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID41uUG.html#af9a30ba0a;2019-07-15 14:38:36.692012
2 pokojowe mieszkanie 41,5m2 osobna kuchnia;: Bieżanów-Prokocim, Złocień;2 pokoje;305 000 zł;41,50 m²;7 349 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-41-5m2-osobna-kuchnia-ID41uUF.html#af9a30ba0a;2019-07-15 14:38:36.692012
Mieszkanie, 60 m², Kraków;: Podgórze;2 pokoje;375 000 zł;60 m²;6 250 zł/m²;https://www.otodom.pl/oferta/mieszkanie-60-m-krakow-ID41uUb.html#af9a30ba0a;2019-07-15 14:38:36.692513
Klimatyczny apartament blisko centrum 3 pokoje;: Krowodrza;3 pokoje;860 000 zł;82 m²;10 488 zł/m²;https://www.otodom.pl/oferta/klimatyczny-apartament-blisko-centrum-3-pokoje-ID41uTJ.html#af9a30ba0a;2019-07-15 14:38:36.692513
Michałowice,Urządzony bliźniak pod Krakowem!;: małopolskie;5 pokoi;750 000 zł;185 m²;4 054 zł/m²;https://www.otodom.pl/oferta/michalowice-urzadzony-blizniak-pod-krakowem-ID41uRt.html#af9a30ba0a;2019-07-15 14:38:36.692513
Os. Jagiellońskie 2 pokojowe na I piętrze;: Bieńczyce;2 pokoje;304 000 zł;42,50 m²;7 153 zł/m²;https://www.otodom.pl/oferta/os-jagiellonskie-2-pokojowe-na-i-pietrze-ID41uRh.html#af9a30ba0a;2019-07-15 14:38:36.692513
3 pok. dwupoziomow Dębniki Ruczaj rejon Obozowej;: Dębniki, Ruczaj;3 pokoje;490 000 zł;70 m²;7 000 zł/m²;https://www.otodom.pl/oferta/3-pok-dwupoziomow-debniki-ruczaj-rejon-obozowej-ID41pPE.html#733bc83f5e;2019-07-15 14:38:37.452539
Kraków, Prokocim Szpital - mieszkanie 33m2;: Bieżanów-Prokocim, Prokocim;1 pokój;255 000 zł;33 m²;7 727 zł/m²;https://www.otodom.pl/oferta/krakow-prokocim-szpital-mieszkanie-33m2-ID41vKG.html#733bc83f5e;2019-07-15 14:38:37.453041
Studio na Masarskiej / Studio for sale in Krakow;: Stare Miasto;1 pokój;407 000 zł;24 m²;16 958 zł/m²;https://www.otodom.pl/oferta/studio-na-masarskiej-studio-for-sale-in-krakow-ID41vEb.html#733bc83f5e;2019-07-15 14:38:37.453041
Nowoczesne mieszkanie - 36m2, al. 29 Listopada;: Prądnik Czerwony;3 pokoje;309 000 zł;36 m²;8 583 zł/m²;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-36m2-al-29-listopada-ID41vLe.html#733bc83f5e;2019-07-15 14:38:37.453041
2 pokoje 47m ul. Wielicka;: Podgórze;2 pokoje;460 000 zł;47 m²;9 787 zł/m²;https://www.otodom.pl/oferta/2-pokoje-47m-ul-wielicka-ID41vvJ.html#733bc83f5e;2019-07-15 14:38:37.453041
Mistrzejowice 74m do wejścia! pod inwestycję;: Mistrzejowice, Mistrzejowice Nowe;4 pokoje;481 000 zł;74 m²;6 500 zł/m²;https://www.otodom.pl/oferta/mistrzejowice-74m-do-wejscia-pod-inwestycje-ID41wID.html#733bc83f5e;2019-07-15 14:38:37.453041
Mieszkanie Wola Duchacka ul. Gromady Grudziąż;: Podgórze Duchackie, Wola Duchacka;2 pokoje;339 000 zł;47,53 m²;7 132 zł/m²;https://www.otodom.pl/oferta/mieszkanie-wola-duchacka-ul-gromady-grudziaz-ID41w9O.html#733bc83f5e;2019-07-15 14:38:37.453542
Bezpośrednio! Sprzedam mieszkanie ul. Langiewicza;: Prądnik Czerwony;2 pokoje;418 000 zł;51,20 m²;8 164 zł/m²;https://www.otodom.pl/oferta/bezposrednio-sprzedam-mieszkanie-ul-langiewicza-ID41uPC.html#733bc83f5e;2019-07-15 14:38:37.453542
2-pokojowe, balkon, nowe, Prokocim;: Bieżanów-Prokocim;2 pokoje;230 000 zł;28 m²;8 214 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-balkon-nowe-prokocim-ID41uPu.html#733bc83f5e;2019-07-15 14:38:37.453542
- Świetne TRZYPOKOJOWE przy samej ul. Królewskiej.;: Krowodrza;3 pokoje;680 000 zł;64,53 m²;10 538 zł/m²;https://www.otodom.pl/oferta/swietne-trzypokojowe-przy-samej-ul-krolewskiej-ID41ny9.html#24f2434338;2019-07-17 15:24:42.596886
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#24f2434338;2019-07-17 15:24:42.596886
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#24f2434338;2019-07-17 15:24:42.596886
Blisko uczelni AGH UP Bronowice Piastowska Lea;: Bronowice;1 pokój;322 422 zł;37,06 m²;8 700 zł/m²;https://www.otodom.pl/oferta/blisko-uczelni-agh-up-bronowice-piastowska-lea-ID41vSN.html#24f2434338;2019-07-17 15:24:42.596886
Mieszkanie, 54 m², Kraków;: Bieńczyce;4 pokoje;399 000 zł;54 m²;7 389 zł/m²;https://www.otodom.pl/oferta/mieszkanie-54-m-krakow-ID41vRO.html#24f2434338;2019-07-17 15:24:42.596886
3 pokoje do wejścia z garażem Malwowa;: Podgórze Duchackie;3 pokoje;480 000 zł;55,50 m²;8 649 zł/m²;https://www.otodom.pl/oferta/3-pokoje-do-wejscia-z-garazem-malwowa-ID41vsq.html#24f2434338;2019-07-17 15:24:42.596886
Komfortowe , zadbane 2 pokojowe , do negocjacji!;: Prądnik Czerwony;2 pokoje;398 000 zł;55 m²;7 236 zł/m²;https://www.otodom.pl/oferta/komfortowe-zadbane-2-pokojowe-do-negocjacji-ID41vcY.html#24f2434338;2019-07-17 15:24:42.596886
Mieszkanie w Krakowie - Krowodrza Górka;: Krowodrza, Krowodrza Górka;2 pokoje;430 000 zł;50,70 m²;8 481 zł/m²;https://www.otodom.pl/oferta/mieszkanie-w-krakowie-krowodrza-gorka-ID41ynN.html#24f2434338;2019-07-17 15:24:42.597888
3 pokojowe mieszkanie z pięknym widokiem | Płaszów;: Podgórze, Płaszów;3 pokoje;395 000 zł;41,16 m²;9 597 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-z-pieknym-widokiem-plaszow-ID41zp9.html#24f2434338;2019-07-17 15:24:42.597888
Inwestycyjne!|Jednopokojowe|33 m2|Loggia|Okazja;: Prądnik Biały;1 pokój;280 000 zł;33 m²;8 485 zł/m²;https://www.otodom.pl/oferta/inwestycyjne-jednopokojowe-33-m2-loggia-okazja-ID41znl.html#24f2434338;2019-07-17 15:24:42.597888
Mieszkanie, 37 m², Kraków;: Nowa Huta;2 pokoje;309 999 zł;37 m²;8 378 zł/m²;https://www.otodom.pl/oferta/mieszkanie-37-m-krakow-ID41zl5.html#24f2434338;2019-07-17 15:24:42.597888
Mieszkanie 2 pokoje,48m2,ul.Czarnogórska;: Podgórze Duchackie;2 pokoje;330 000 zł;48 m²;6 875 zł/m²;https://www.otodom.pl/oferta/mieszkanie-2-pokoje-48m2-ul-czarnogorska-ID41zkN.html#24f2434338;2019-07-17 15:24:42.597888
Ruczaj, 3 pokoje, dostępne od zaraz;: Dębniki, Ruczaj;3 pokoje;559 999 zł;74,88 m²;7 479 zł/m²;https://www.otodom.pl/oferta/ruczaj-3-pokoje-dostepne-od-zaraz-ID41zkD.html#24f2434338;2019-07-17 15:24:42.597888
2 pokoje w zacisznej enklawie.;: Bieżanów-Prokocim, Bieżanów;2 pokoje;299 500 zł;40,50 m²;7 395 zł/m²;https://www.otodom.pl/oferta/2-pokoje-w-zacisznej-enklawie-ID41zkq.html#24f2434338;2019-07-17 15:24:42.597888
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;4 pokoje;853 671 zł;93,81 m²;9 100 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41zjn.html#24f2434338;2019-07-17 15:24:42.597888
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;3 pokoje;442 425 zł;58,99 m²;7 500 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41zjl.html#24f2434338;2019-07-17 15:24:42.598891
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;2 pokoje;532 928 zł;60,56 m²;8 800 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41zjj.html#24f2434338;2019-07-17 15:24:42.598891
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;3 pokoje;487 713 zł;66,81 m²;7 300 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41zjh.html#24f2434338;2019-07-17 15:24:42.598891
Nowoczesne mieszkanie - 36m2, al. 29 Listopada;: Prądnik Czerwony;3 pokoje;309 000 zł;36 m²;8 583 zł/m²;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-36m2-al-29-listopada-ID41vLe.html#24f2434338;2019-07-17 15:24:42.598891
Chcimska, 3 pokoje lub 3 kawalerki!;: Krowodrza;3 pokoje;640 000 zł;75,78 m²;8 446 zł/m²;https://www.otodom.pl/oferta/chcimska-3-pokoje-lub-3-kawalerki-ID41zia.html#24f2434338;2019-07-17 15:24:42.598891
Nowe budownictwo, mieszkanie wykończone. Osiedle A;: Nowa Huta, Czyżyny;2 pokoje;470 000 zł;54 m²;8 704 zł/m²;https://www.otodom.pl/oferta/nowe-budownictwo-mieszkanie-wykonczone-osiedle-a-ID41zhf.html#24f2434338;2019-07-17 15:24:42.598891
4 pokoje w doskonałej lokalizacji, bez prowizji!;: Krowodrza;4 pokoje;640 000 zł;70 m²;9 143 zł/m²;https://www.otodom.pl/oferta/4-pokoje-w-doskonalej-lokalizacji-bez-prowizji-ID41zh7.html#24f2434338;2019-07-17 15:24:42.598891
2-pokoje, do odświeżenia, Nuszkiewicza;: Prądnik Czerwony;2 pokoje;370 000 zł;47 m²;7 872 zł/m²;https://www.otodom.pl/oferta/2-pokoje-do-odswiezenia-nuszkiewicza-ID41zeR.html#24f2434338;2019-07-17 15:24:42.598891
Duże, ustawne 3-pokojowe, bez wkładu własnego.;: Nowa Huta;3 pokoje;499 000 zł;67 m²;7 448 zł/m²;https://www.otodom.pl/oferta/duze-ustawne-3-pokojowe-bez-wkladu-wlasnego-ID41zeL.html#24f2434338;2019-07-17 15:24:42.599893
Piękne mieszkanie z ogródkiem;: Mistrzejowice;3 pokoje;435 000 zł;65 m²;6 692 zł/m²;https://www.otodom.pl/oferta/piekne-mieszkanie-z-ogrodkiem-ID41zeJ.html#24f2434338;2019-07-17 15:24:42.599893
Na sprzedaż 3 pokoje+oddzielna kuchnia, Ruczaj !!!;: Podgórze;3 pokoje;569 500 zł;67 m²;8 500 zł/m²;https://www.otodom.pl/oferta/na-sprzedaz-3-pokoje-oddzielna-kuchnia-ruczaj-ID41ze7.html#24f2434338;2019-07-17 15:24:42.599893
2pokojowe, bez podatku PCC, blok z windą z 2019r.;: Prądnik Biały;2 pokoje;369 000 zł;48,55 m²;7 600 zł/m²;https://www.otodom.pl/oferta/2pokojowe-bez-podatku-pcc-blok-z-winda-z-2019r-ID41zdY.html#24f2434338;2019-07-17 15:24:42.599893
Świetna okazja;: Krowodrza;2 pokoje;298 900 zł;37,30 m²;8 013 zł/m²;https://www.otodom.pl/oferta/swietna-okazja-ID41zdR.html#24f2434338;2019-07-17 15:24:42.599893
2pokojowe, bez podatku PCC, blok z windą z 2019r.;: Prądnik Biały;2 pokoje;369 000 zł;48,55 m²;7 600 zł/m²;https://www.otodom.pl/oferta/2pokojowe-bez-podatku-pcc-blok-z-winda-z-2019r-ID41zdz.html#24f2434338;2019-07-17 15:24:42.599893
mieszkanie, biuro, Kraków, ul.Złoty Róg 13;: Bronowice;3 pokoje;950 000 zł;94 m²;10 106 zł/m²;https://www.otodom.pl/oferta/mieszkanie-biuro-krakow-ul-zloty-rog-13-ID41zdk.html#24f2434338;2019-07-17 15:24:42.599893
- Świetne TRZYPOKOJOWE przy samej ul. Królewskiej.;: Krowodrza;3 pokoje;680 000 zł;64,53 m²;10 538 zł/m²;https://www.otodom.pl/oferta/swietne-trzypokojowe-przy-samej-ul-krolewskiej-ID41ny9.html#b7c17405d5;2019-07-17 15:24:43.469530
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#b7c17405d5;2019-07-17 15:24:43.469530
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#b7c17405d5;2019-07-17 15:24:43.470032
Nowoczesne mieszkanie - 36m2, al. 29 Listopada;: Prądnik Czerwony;3 pokoje;309 000 zł;36 m²;8 583 zł/m²;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-36m2-al-29-listopada-ID41vLe.html#b7c17405d5;2019-07-17 15:24:43.470032
mieszkanie, biuro, Kraków, ul.Złoty Róg 13;: Bronowice;3 pokoje;950 000 zł;94 m²;10 106 zł/m²;https://www.otodom.pl/oferta/mieszkanie-biuro-krakow-ul-zloty-rog-13-ID41zdk.html#b7c17405d5;2019-07-17 15:24:43.470032
Do sprzedaży mieszkanie 2 pokojowe na Ruczaju.;: Dębniki, Ruczaj;2 pokoje;480 000 zł;50,66 m²;9 475 zł/m²;https://www.otodom.pl/oferta/do-sprzedazy-mieszkanie-2-pokojowe-na-ruczaju-ID41z34.html#b7c17405d5;2019-07-17 15:24:43.470032
Mieszkanie, 37 m², Kraków;: małopolskie;2 pokoje;225 000 zł;37 m²;6 081 zł/m²;https://www.otodom.pl/oferta/mieszkanie-37-m-krakow-ID41xnn.html#b7c17405d5;2019-07-17 15:24:43.470533
2 pokoje + jasna kuchnia, Wola Duchacka;: Podgórze Duchackie, Wola Duchacka;2 pokoje;360 000 zł;48,80 m²;7 377 zł/m²;https://www.otodom.pl/oferta/2-pokoje-jasna-kuchnia-wola-duchacka-ID41zcJ.html#b7c17405d5;2019-07-17 15:24:43.470533
Okazja;: Krowodrza;2 pokoje;310 000 zł;38 m²;8 158 zł/m²;https://www.otodom.pl/oferta/okazja-ID41zcc.html#b7c17405d5;2019-07-17 15:24:43.470533
Kapelanka, 3 Pok., State Street;: Dębniki;3 pokoje;680 000 zł;69 m²;9 855 zł/m²;https://www.otodom.pl/oferta/kapelanka-3-pok-state-street-ID41zbq.html#b7c17405d5;2019-07-17 15:24:43.470533
Luksusowe 3 Pokojowe Mieszkanie! Wiślane Tarasy;: Grzegórzki;3 pokoje;997 000 zł;80,40 m²;12 400 zł/m²;https://www.otodom.pl/oferta/luksusowe-3-pokojowe-mieszkanie-wislane-tarasy-ID41zb6.html#b7c17405d5;2019-07-17 15:24:43.471034
OKAZJA! 0% PROW! Na sprzedaż mieszkanie/KROWODRZA;: Krowodrza;4 pokoje;439 000 zł;56,40 m²;7 784 zł/m²;https://www.otodom.pl/oferta/okazja-0-prow-na-sprzedaz-mieszkanie-krowodrza-ID41zaz.html#b7c17405d5;2019-07-17 15:24:43.471034
Eng| Czyżewskiego, 46m2, Nowe mieszkanie!, Taras;: Krowodrza;2 pokoje;459 600 zł;45,96 m²;10 000 zł/m²;https://www.otodom.pl/oferta/eng-czyzewskiego-46m2-nowe-mieszkanie-taras-ID41zac.html#b7c17405d5;2019-07-17 15:24:43.471034
Ciekawe mieszkanie pod inwestycję! Borek Fałęcki;: Łagiewniki-Borek Fałęcki;2 pokoje;285 000 zł;39 m²;7 308 zł/m²;https://www.otodom.pl/oferta/ciekawe-mieszkanie-pod-inwestycje-borek-falecki-ID41z8V.html#b7c17405d5;2019-07-17 15:24:43.471535
Kompleksowe osiedle, tramwaj, zieleń;: Mistrzejowice;2 pokoje;388 575 zł;51,81 m²;7 500 zł/m²;https://www.otodom.pl/oferta/kompleksowe-osiedle-tramwaj-zielen-ID41z7I.html#b7c17405d5;2019-07-17 15:24:43.471535
Gotowy do zamieszkania 3 pokojowy apartament 61 m2;: Dębniki, Ruczaj;3 pokoje;617 000 zł;61 m²;10 115 zł/m²;https://www.otodom.pl/oferta/gotowy-do-zamieszkania-3-pokojowy-apartament-61-m2-ID41x26.html#b7c17405d5;2019-07-17 15:24:43.471535
Piękne mieszkanie, umeblowane - osiedle zamknięte;: Prądnik Biały;1 pokój;199 000 zł;49 m²;4 061 zł/m²;https://www.otodom.pl/oferta/piekne-mieszkanie-umeblowane-osiedle-zamkniete-ID41z5H.html#b7c17405d5;2019-07-17 15:24:43.471535
Odbiór Wrzesień 2 pok z Tarasem i garażem w cenie;: Bieżanów-Prokocim;2 pokoje;324 000 zł;47 m²;6 894 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-2-pok-z-tarasem-i-garazem-w-cenie-ID41vIF.html#b7c17405d5;2019-07-17 15:24:43.472051
Odbiór Wrzesień 1 lub 2 pok z garażem z cenie;: Bieżanów-Prokocim;3 pokoje;242 540 zł;38 m²;6 383 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-1-lub-2-pok-z-garazem-z-cenie-ID41vID.html#b7c17405d5;2019-07-17 15:24:43.472051
3 pokoje, 2 balkony, miejsce postojowe;: Dębniki, Zakrzówek;3 pokoje;680 000 zł;68,60 m²;9 913 zł/m²;https://www.otodom.pl/oferta/3-pokoje-2-balkony-miejsce-postojowe-ID41z5z.html#b7c17405d5;2019-07-17 15:24:43.472051
Dwu pokojowe z możliwością aranżacji na 3.;: Mistrzejowice;2 pokoje;420 000 zł;60 m²;7 000 zł/m²;https://www.otodom.pl/oferta/dwu-pokojowe-z-mozliwoscia-aranzacji-na-3-ID41z5a.html#b7c17405d5;2019-07-17 15:24:43.472051
Litewska Krakow - mieszkanie na sprzedaz;: Krowodrza, Stara Krowodrza;2 pokoje;350 000 zł;33 m²;10 606 zł/m²;https://www.otodom.pl/oferta/litewska-krakow-mieszkanie-na-sprzedaz-ID41z3h.html#b7c17405d5;2019-07-17 15:24:43.472539
Bezpośrednio: kawalerka z potencjałem, tam gdzie L;: Prądnik Czerwony, Ugorek;1 pokój;254 000 zł;28 m²;9 071 zł/m²;https://www.otodom.pl/oferta/bezposrednio-kawalerka-z-potencjalem-tam-gdzie-l-ID41z2x.html#b7c17405d5;2019-07-17 15:24:43.472539
Mieszkanie, 66 m², Kraków;: Zwierzyniec, Wola Justowska;2 pokoje;720 000 zł;66 m²;10 909 zł/m²;https://www.otodom.pl/oferta/mieszkanie-66-m-krakow-ID41yUk.html#b7c17405d5;2019-07-17 15:24:43.472539
 Kraków-Przewóz;: Podgórze;2 pokoje;520 000 zł;54,24 m²;9 587 zł/m²;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-krakow-przewoz-ID41voH.html#b7c17405d5;2019-07-17 15:24:43.473040
Dwupokojowe 46m2 - ul. Jabłonna / Al. 29. Listopad;: Prądnik Biały;2 pokoje;377 622 zł;46,62 m²;8 100 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-46m2-ul-jablonna-al-29-listopad-ID41ySS.html#b7c17405d5;2019-07-17 15:24:43.473040
Dwupokojowe 52m2 - ul. Jabłonna / Al. 29. Listopad;: Prądnik Biały;2 pokoje;421 281 zł;52,01 m²;8 100 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-52m2-ul-jablonna-al-29-listopad-ID41yS4.html#b7c17405d5;2019-07-17 15:24:43.473040
Trzypokojowe widokowe przy Al. Jana Pawła II;: małopolskie;3 pokoje;447 000 zł;64,40 m²;6 941 zł/m²;https://www.otodom.pl/oferta/trzypokojowe-widokowe-przy-al-jana-pawla-ii-ID41yR5.html#b7c17405d5;2019-07-17 15:24:43.473040
Dwupokojowe z balkonem Mistrzejowice;: Mistrzejowice;2 pokoje;268 000 zł;35 m²;7 657 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-z-balkonem-mistrzejowice-ID41yQt.html#b7c17405d5;2019-07-17 15:24:43.473541
- Świetne TRZYPOKOJOWE przy samej ul. Królewskiej.;: Krowodrza;3 pokoje;680 000 zł;64,53 m²;10 538 zł/m²;https://www.otodom.pl/oferta/swietne-trzypokojowe-przy-samej-ul-krolewskiej-ID41ny9.html#461619a5cf;2019-07-17 15:24:44.420729
Plac Na Groblach;: Stare Miasto;3 pokoje;930 000 zł;85 m²;10 941 zł/m²;https://www.otodom.pl/oferta/plac-na-groblach-ID417gf.html#461619a5cf;2019-07-17 15:24:44.420729
6.400 za/m2."Ul.Mackiewicza,20min od Miasta. 3pok.;: Prądnik Biały;3 pokoje;385 000 zł;59,40 m²;6 481 zł/m²;https://www.otodom.pl/oferta/6-400-za-m2-ul-mackiewicza-20min-od-miasta-3pok-ID41y65.html#461619a5cf;2019-07-17 15:24:44.420729
Odbiór Wrzesień 2 pok z Tarasem i garażem w cenie;: Bieżanów-Prokocim;2 pokoje;324 000 zł;47 m²;6 894 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-2-pok-z-tarasem-i-garazem-w-cenie-ID41vIF.html#461619a5cf;2019-07-17 15:24:44.420729
Mieszkanie, 37 m², Kraków;: małopolskie;2 pokoje;225 000 zł;37 m²;6 081 zł/m²;https://www.otodom.pl/oferta/mieszkanie-37-m-krakow-ID41xnn.html#461619a5cf;2019-07-17 15:24:44.421231
Piastowska 6 lub 7 pokoi;: Krowodrza;6 pokoi;649 000 zł;73 m²;8 890 zł/m²;https://www.otodom.pl/oferta/piastowska-6-lub-7-pokoi-ID41vQI.html#461619a5cf;2019-07-17 15:24:44.421231
Do sprzedania przestronne mieszkanie 3 pokoje,60m2;: Dębniki;3 pokoje;450 000 zł;59,30 m²;7 589 zł/m²;https://www.otodom.pl/oferta/do-sprzedania-przestronne-mieszkanie-3-pokoje-60m2-ID41vu1.html#461619a5cf;2019-07-17 15:24:44.421231
Mieszkanie, 39 m², Kraków;: Podgórze Duchackie, Kurdwanów;1 pokój;320 000 zł;39 m²;8 205 zł/m²;https://www.otodom.pl/oferta/mieszkanie-39-m-krakow-ID41yQk.html#461619a5cf;2019-07-17 15:24:44.421231
Kawalerka na Stańczyka. Można zrobić sypialnię;: Bronowice, Bronowice Małe;1 pokój;320 000 zł;33 m²;9 697 zł/m²;https://www.otodom.pl/oferta/kawalerka-na-stanczyka-mozna-zrobic-sypialnie-ID41yKj.html#461619a5cf;2019-07-17 15:24:44.421231
Właściciel sprzeda 4 pok mieszkanie 70m2 Łobzów;: Krowodrza, Łobzów;4 pokoje;623 000 zł;70 m²;8 900 zł/m²;https://www.otodom.pl/oferta/wlasciciel-sprzeda-4-pok-mieszkanie-70m2-lobzow-ID41vlv.html#461619a5cf;2019-07-17 15:24:44.421732
Fantastyczna lokalizacja/idealne dla pary;: Krowodrza;1 pokój;380 000 zł;37,88 m²;10 032 zł/m²;https://www.otodom.pl/oferta/fantastyczna-lokalizacja-idealne-dla-pary-ID41yHq.html#461619a5cf;2019-07-17 15:24:44.421732
150m od linii tramwajowej Ruczaj ,ul.Chmieleniec.;: Dębniki, Ruczaj;3 pokoje;397 000 zł;48,45 m²;8 194 zł/m²;https://www.otodom.pl/oferta/150m-od-linii-tramwajowej-ruczaj-ul-chmieleniec-ID41ym2.html#461619a5cf;2019-07-17 15:24:44.421732
2 pokoje mieszkanie Azory sprzedam, zamienię.;: Prądnik Biały, Azory;2 pokoje;362 000 zł;37 m²;9 784 zł/m²;https://www.otodom.pl/oferta/2-pokoje-mieszkanie-azory-sprzedam-zamienie-ID41yFb.html#461619a5cf;2019-07-17 15:24:44.422233
Mieszkanie, 88,20 m², Kraków;: Nowa Huta;5 pokoi;697 000 zł;88,20 m²;7 902 zł/m²;https://www.otodom.pl/oferta/mieszkanie-88-20-m-krakow-ID41yDM.html#461619a5cf;2019-07-17 15:24:44.422233
Mieszkanie, 56 m², Kraków;: Krowodrza;3 pokoje;470 000 zł;56 m²;8 393 zł/m²;https://www.otodom.pl/oferta/mieszkanie-56-m-krakow-ID41yDs.html#461619a5cf;2019-07-17 15:24:44.422233
Azory - dwupokojowe z aneksem kuchennym, 1 piętro;: Prądnik Biały, Azory;2 pokoje;310 000 zł;37,29 m²;8 313 zł/m²;https://www.otodom.pl/oferta/azory-dwupokojowe-z-aneksem-kuchennym-1-pietro-ID41yB4.html#461619a5cf;2019-07-17 15:24:44.422233
*Dwupoziomowe*Bronowice*92 mkw/102 po podłodze;: Bronowice;4 pokoje;588 000 zł;92 m²;6 391 zł/m²;https://www.otodom.pl/oferta/dwupoziomowebronowice92-mkw-102-po-podlodze-ID41yAL.html#461619a5cf;2019-07-17 15:24:44.422734
3 pokoje po remoncie, widokowe, 73 m2, Prokocim;: Bieżanów-Prokocim;3 pokoje;430 000 zł;73 m²;5 890 zł/m²;https://www.otodom.pl/oferta/3-pokoje-po-remoncie-widokowe-73-m2-prokocim-ID41yAt.html#461619a5cf;2019-07-17 15:24:44.422734
Funkcjonalne mieszkanie w centrum Krakowa;: Stare Miasto;3 pokoje;730 000 zł;67 m²;10 896 zł/m²;https://www.otodom.pl/oferta/funkcjonalne-mieszkanie-w-centrum-krakowa-ID41yz5.html#461619a5cf;2019-07-17 15:24:44.422734
Mieszkanie, 141,41 m², Kraków;: Stare Miasto, Kazimierz;2 pokoje;1 700 000 zł;141,41 m²;12 022 zł/m²;https://www.otodom.pl/oferta/mieszkanie-141-41-m-krakow-ID41yys.html#461619a5cf;2019-07-17 15:24:44.422734
