,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,ulica,lokator_ulica_dzielnica,geo_location,rodzaj,point,latitude,longitude,altitude
4749,Centrum Nowej Huty  klasyczna zabudowa  do wejścia,: Nowa Huta,3.0,370 000 ,52.6,7034.0,https://www.otodom.pl/oferta/centrum-nowej-huty-klasyczna-zabudowa-do-wejscia-ID3Ylek.html#3f55e74891,2019-06-25 13:56:44.723089,Nowe,Kraków : Nowa Huta Nowe,"Kraków Nowa Huta, Organki, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-990, Polska",ulica,"(50.0899571, 20.1269749, 0.0)",50.0899571,20.1269749,0.0
4760,  Bohaterów Września  3 pokoje,: Mistrzejowice,3.0,350 000 ,48.61,7200.0,https://www.otodom.pl/oferta/os-bohaterow-wrzesnia-3-pokoje-ID3YexV.html#3f55e74891,2019-06-25 13:56:44.725094,Września,Kraków : Mistrzejowice Września,"Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.098315549999995, 20.009929066016507, 0.0)",50.098315549999995,20.009929066016507,0.0
4763,Bajeczna  52m2  3 pok. + kuchnia,: Grzegórzki,3.0,415 000 ,52.0,7981.0,https://www.otodom.pl/oferta/bajeczna-52m2-3-pok-kuchnia-ID3VOiQ.html#3f55e74891,2019-06-25 13:56:44.725595,Bajeczna,Kraków : Grzegórzki Bajeczna,"Bajeczna, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-567, Polska",ulica,"(50.0574115, 19.9766744, 0.0)",50.0574115,19.9766744,0.0
4790,przyt e 2 pokoje kraków ruczaj campus Uj,: małopolskie,2.0,350 000 ,53.0,6604.0,https://www.otodom.pl/oferta/przytulne-2-pokoje-krakow-ruczaj-campus-uj-ID3XDde.html#22d314c535,2019-06-25 13:56:46.631408,Krucza,Kraków : małopolskie Krucza,"Krucza, Bielany, Zwierzyniec, Kraków, województwo małopolskie, 30-245, Polska",ulica,"(50.0416697, 19.8350092, 0.0)",50.0416697,19.8350092,0.0
4819,Ruczaj  Ul. Zachodnia 2 Pokoje   Taras 50M,": Dębniki, Ruczaj",2.0,424 000 ,50.0,8480.0,https://www.otodom.pl/oferta/ruczaj-ul-zachodnia-2-pokoje-taras-50m-ID3XRa4.html#429fbd9218,2019-06-25 13:56:47.796443,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
4826,Osiedle Oświecenia trzypokojowe 57m2,: Mistrzejowice,3.0,445 000 ,57.0,7807.0,https://www.otodom.pl/oferta/osiedle-oswiecenia-trzypokojowe-57m2-ID3XM6M.html#429fbd9218,2019-06-25 13:56:47.797445,Osiedle,Kraków : Mistrzejowice Osiedle,"Mistrzejowice, Kraków, województwo małopolskie, 31-623, Polska",ulica,"(50.0966423, 20.0137673, 0.0)",50.0966423,20.0137673,0.0
4840,Dwupoziomowe z ogródkiem   mieszkanie dla rodziny,: małopolskie,5.0,410 000 ,100.93,4062.0,https://www.otodom.pl/oferta/dwupoziomowe-z-ogrodkiem-mieszkanie-dla-rodziny-ID3XE68.html#518612f532,2019-06-25 13:56:48.953730,Rodziny,Kraków : małopolskie Rodziny,"Katolickie Szkoły im.Świętej Rodziny z Nazaretu, Pędzichów, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-152, Polska",ulica,"(50.06999585, 19.94018479506805, 0.0)",50.06999585,19.94018479506805,0.0
4843,4 pok. oddzielna kuchnia  balkon. Bieńczyce,: Bieńczyce,4.0,439 990 ,64.0,6875.0,https://www.otodom.pl/oferta/4-pok-oddzielna-kuchnia-balkon-bienczyce-ID3XCCs.html#518612f532,2019-06-25 13:56:48.954260,Bieńczyckie,Kraków : Bieńczyce Bieńczyckie,"Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska",ulica,"(50.08937935, 20.011360169078962, 0.0)",50.08937935,20.011360169078962,0.0
4846,Do sprzedania mieszkanie 57m2 Bieńczyce,: Bieńczyce,3.0,362 000 ,57.0,6351.0,https://www.otodom.pl/oferta/do-sprzedania-mieszkanie-57m2-bienczyce-ID3Xy24.html#518612f532,2019-06-25 13:56:48.954761,Bieńczyckie,Kraków : Bieńczyce Bieńczyckie,"Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska",ulica,"(50.08937935, 20.011360169078962, 0.0)",50.08937935,20.011360169078962,0.0
4856,Dwupokojowe  Prądnik Czerwony  Promienistych,: Prądnik Czerwony,2.0,422 695 ,46.45,9100.0,https://www.otodom.pl/oferta/dwupokojowe-pradnik-czerwony-promienistych-ID3Xpvg.html#518612f532,2019-06-25 13:56:48.956737,Czerwona,Kraków : Prądnik Czerwony Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
4871,Dwupokojowe  Prądnik Czerwony  Promienistych,: Prądnik Czerwony,2.0,409 500 ,45.0,9100.0,https://www.otodom.pl/oferta/dwupokojowe-pradnik-czerwony-promienistych-ID3XoLO.html#c36170276d,2019-06-25 13:56:50.156823,Czerwona,Kraków : Prądnik Czerwony Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
4930,Mieszkanie dwupokojowe z oddzielną kuchnią  Zdunów,": Łagiewniki-Borek Fałęcki, Borek Fałęcki",2.0,419 000 ,50.5,8297.0,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-z-oddzielna-kuchnia-zdunow-ID3VYRq.html#192253d202,2019-06-25 13:56:52.415541,Zdunów,"Kraków : Łagiewniki-Borek Fałęcki, Borek Fałęcki Zdunów","Zdunów, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-428, Polska",ulica,"(50.0188872, 19.9212195, 0.0)",50.0188872,19.9212195,0.0
4932,Mieszkania Od Dewelopera! 0% Prowizji! Piasta,: Mistrzejowice,3.0,443 926 ,59.99,7400.0,https://www.otodom.pl/oferta/mieszkania-od-dewelopera-0-prowizji-piasta-ID3n85a.html#192253d202,2019-06-25 13:56:52.416042,Piastów,Kraków : Mistrzejowice Piastów,"Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.0980554, 20.0171049949883, 0.0)",50.0980554,20.0171049949883,0.0
4935,2  pokojowe  Głowackiego  blisko park!,: małopolskie,2.0,421 830 ,46.87,9000.0,https://www.otodom.pl/oferta/2-pokojowe-glowackiego-blisko-park-ID3VUg0.html#192253d202,2019-06-25 13:56:52.416544,Słowackiego,Kraków : małopolskie Słowackiego,"Teatr im. Juliusza Słowackiego, 1, Plac Świętego Ducha, Stare Miasto, Kraków, województwo małopolskie, 31-023, Polska",ulica,"(50.0639468, 19.943065943839876, 0.0)",50.0639468,19.943065943839876,0.0
4936,3 pokojowe oś Jagiellońskie Okazja,: Bieńczyce,3.0,375 000 ,57.0,6579.0,https://www.otodom.pl/oferta/3-pokojowe-os-jagiellonskie-okazja-ID3VTTe.html#192253d202,2019-06-25 13:56:52.416544,Jagiellonki,Kraków : Bieńczyce Jagiellonki,"Anny Jagiellonki, Osiedle Jagiellońskie, Bieńczyce, Kraków, województwo małopolskie, 31-832, Polska",ulica,"(50.0896407, 20.0232359, 0.0)",50.0896407,20.0232359,0.0
4950,Dwa pokoje na Woli Justowskiej,": Zwierzyniec, Wola Justowska",2.0,410 000 ,60.0,6833.0,https://www.otodom.pl/oferta/dwa-pokoje-na-woli-justowskiej-ID3K4bi.html#192253d202,2019-06-25 13:56:52.419050,Justowska,"Kraków : Zwierzyniec, Wola Justowska Justowska","Wola Justowska, Zwierzyniec, Kraków, województwo małopolskie, 30-223, Polska",ulica,"(50.0667259, 19.8687951, 0.0)",50.0667259,19.8687951,0.0
4957,Kraków  Opatkowice  Kliny  Sidzina   nowe mieszkan,": Swoszowice, Opatkowice",4.0,381 016 ,81.24,4690.0,https://www.otodom.pl/oferta/krakow-opatkowice-kliny-sidzina-nowe-mieszkan-ID3VLwy.html#f09d372be1,2019-06-25 13:56:53.459014,Opatkowicka,"Kraków : Swoszowice, Opatkowice Opatkowicka","Opatkowicka, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",ulica,"(49.9836953, 19.9160164, 0.0)",49.9836953,19.9160164,0.0
4958,Kraków  Opatkowice  Kliny  Sidzina   nowe mieszkan,": Swoszowice, Opatkowice",2.0,281 172 ,55.24,5090.0,https://www.otodom.pl/oferta/krakow-opatkowice-kliny-sidzina-nowe-mieszkan-ID3VLwa.html#f09d372be1,2019-06-25 13:56:53.459014,Opatkowicka,"Kraków : Swoszowice, Opatkowice Opatkowicka","Opatkowicka, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",ulica,"(49.9836953, 19.9160164, 0.0)",49.9836953,19.9160164,0.0
4962,Atrakcyjne 2 pokojowe po remoncie  Stalowe,: małopolskie,2.0,337 000 ,50.0,6740.0,https://www.otodom.pl/oferta/atrakcyjne-2-pokojowe-po-remoncie-os-stalowe-ID3VJU4.html#f09d372be1,2019-06-25 13:56:53.459516,Stalowe,Kraków : małopolskie Stalowe,"Osiedle Stalowe, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0738288, 20.0506477, 0.0)",50.0738288,20.0506477,0.0
4963,Bronowice/ 2 Pokoje /Gotowe do wyjścia,: małopolskie,2.0,399 000 ,48.5,8227.0,https://www.otodom.pl/oferta/bronowice-2-pokoje-gotowe-do-wyjscia-ID3VJGk.html#f09d372be1,2019-06-25 13:56:53.460017,Bronowicka,Kraków : małopolskie Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
4964,Dwa  bne pokoje przy Zdunów   Nowe budownictwo !,": Łagiewniki-Borek Fałęcki, Borek Fałęcki",2.0,389 000 ,51.13,7608.0,https://www.otodom.pl/oferta/dwa-osobne-pokoje-przy-zdunow-nowe-budownictwo-ID3VJC4.html#f09d372be1,2019-06-25 13:56:53.460017,Zdunów,"Kraków : Łagiewniki-Borek Fałęcki, Borek Fałęcki Zdunów","Zdunów, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-428, Polska",ulica,"(50.0188872, 19.9212195, 0.0)",50.0188872,19.9212195,0.0
4994,Nowa inwestycja  Prądnik Biały  Łokietka 213,: Prądnik Biały,2.0,316 610 ,45.23,7000.0,https://www.otodom.pl/oferta/nowa-inwestycja-pradnik-bialy-lokietka-213-ID3Vpak.html#83f41f10f7,2019-06-25 13:56:54.770008,Łokietka,Kraków : Prądnik Biały Łokietka,"Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska",ulica,"(50.085377, 19.9235123, 0.0)",50.085377,19.9235123,0.0
5007,Mieszkanie zabudowa bliźniacza  ogród+ 2 miejsca,: małopolskie,3.0,385 320 ,64.22,6000.0,https://www.otodom.pl/oferta/mieszkanie-zabudowa-blizniacza-ogrod-2-miejsca-ID3Uft6.html#83f41f10f7,2019-06-25 13:56:54.774520,Kmieca,Kraków : małopolskie Kmieca,"Kmieca, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-022, Polska",ulica,"(50.0780342, 19.9227787, 0.0)",50.0780342,19.9227787,0.0
5039,3 pokojowe na Bronowicach czeka na Ciebie!,: Bronowice,3.0,405 000 ,55.0,7364.0,https://www.otodom.pl/oferta/3-pokojowe-na-bronowicach-czeka-na-ciebie-ID3WTt6.html#7687978ca7,2019-06-25 13:56:56.250466,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
5066,2 pok mieszkanie na Bronowicach 0%,: Bronowice,2.0,307 062 ,48.74,6300.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-na-bronowicach-0-ID3WF04.html#2d6cc9fde3,2019-06-25 13:56:57.454847,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
5070,Mieszkanie 2 pokojowe na Bronowicach,: Bronowice,2.0,370 749 ,48.65,7621.0,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-na-bronowicach-ID3WEZK.html#2d6cc9fde3,2019-06-25 13:56:57.455349,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
5091,Układne mieszkanie 50 mkw Podgórze Duchackie,": Podgórze Duchackie, Wola Duchacka",3.0,376 598 ,50.55,7450.0,https://www.otodom.pl/oferta/ukladne-mieszkanie-50-mkw-podgorze-duchackie-ID3Wzuk.html#f79ce8d6a7,2019-06-25 13:56:58.664237,Duchacka,"Kraków : Podgórze Duchackie, Wola Duchacka Duchacka","Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
5092,Wyjątkowe mieszkanie! 55mkw Podgórze Duchackie,": Podgórze Duchackie, Wola Duchacka",3.0,410 719 ,55.13,7450.0,https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-55mkw-podgorze-duchackie-ID3Wz0c.html#f79ce8d6a7,2019-06-25 13:56:58.664738,Duchacka,"Kraków : Podgórze Duchackie, Wola Duchacka Duchacka","Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
5107,Słoneczne Miasteczko   B18/067,": Bieżanów-Prokocim, Bieżanów",3.0,"300 902,36 ",63.35,4750.0,https://www.otodom.pl/oferta/sloneczne-miasteczko-b18-067-ID3WrUk.html#aa783dcc2e,2019-06-25 13:56:59.938289,Słoneczne,"Kraków : Bieżanów-Prokocim, Bieżanów Słoneczne","Słoneczne Miasteczko, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.01992195, 20.056424288413524, 0.0)",50.01992195,20.056424288413524,0.0
5121,Sprzedamy 2 pok. mieszkanie na Ruczaju.,: małopolskie,2.0,449 000 ,52.0,8635.0,https://www.otodom.pl/oferta/sprzedamy-2-pok-mieszkanie-na-ruczaju-ID3W7XG.html#aa783dcc2e,2019-06-25 13:56:59.940797,Ruczaj,Kraków : małopolskie Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
5139,Apartament od dewelopera  rynek pierwotny 50 83 m2,: Bieżanów-Prokocim,3.0,325 000 ,50.8,6398.0,https://www.otodom.pl/oferta/apartament-od-dewelopera-rynek-pierwotny-50-83-m2-ID3UZ6c.html#21da2c17c5,2019-06-25 13:57:01.276831,Rynek,Kraków : Bieżanów-Prokocim Rynek,"Prokocim Rynek, Bieżanowska, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-813, Polska",ulica,"(50.0234785, 19.9972117, 0.0)",50.0234785,19.9972117,0.0
5140,Apartament od dewelopera  rynek pierwotny 61 53 m2,: Bieżanów-Prokocim,4.0,387 600 ,61.53,6299.0,https://www.otodom.pl/oferta/apartament-od-dewelopera-rynek-pierwotny-61-53-m2-ID3UYjy.html#21da2c17c5,2019-06-25 13:57:01.277332,Rynek,Kraków : Bieżanów-Prokocim Rynek,"Prokocim Rynek, Bieżanowska, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-813, Polska",ulica,"(50.0234785, 19.9972117, 0.0)",50.0234785,19.9972117,0.0
5141,2pokoje 57m2 2piętro  Górka Narodowa,": Prądnik Biały, Górka Narodowa",2.0,399 000 ,57.0,7000.0,https://www.otodom.pl/oferta/2pokoje-57m2-2pietro-gorka-narodowa-ID3UXEU.html#21da2c17c5,2019-06-25 13:57:01.277833,Narodowa,"Kraków : Prądnik Biały, Górka Narodowa Narodowa","Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, Polska",ulica,"(50.0989029, 19.9501387, 0.0)",50.0989029,19.9501387,0.0
5150,Nowe  edle na Ruczaju,: małopolskie,3.0,"394 655,63 ",53.97,7313.0,https://www.otodom.pl/oferta/nowe-osiedle-na-ruczaju-ID3UQfC.html#21da2c17c5,2019-06-25 13:57:01.281343,Ruczaj,Kraków : małopolskie Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
5175,Chodkiewicza  idealne pod inwestycje,: Grzegórzki,2.0,395 000 ,60.0,6583.0,https://www.otodom.pl/oferta/chodkiewicza-idealne-pod-inwestycje-ID3UAb2.html#af804d2d88,2019-06-25 13:57:02.888315,Chodkiewicza,Kraków : Grzegórzki Chodkiewicza,"Jana Karola Chodkiewicza, Grzegórzki, Kraków, województwo małopolskie, 31-532, Polska",ulica,"(50.0573275, 19.9543095, 0.0)",50.0573275,19.9543095,0.0
5177,Wola Justowska   Kasztanowa 437 tys,": Zwierzyniec, Wola Justowska",2.0,437 000 ,49.0,8918.0,https://www.otodom.pl/oferta/wola-justowska-kasztanowa-437-tys-ID3UzDi.html#af804d2d88,2019-06-25 13:57:02.888817,Justowska,"Kraków : Zwierzyniec, Wola Justowska Justowska","Wola Justowska, Zwierzyniec, Kraków, województwo małopolskie, 30-223, Polska",ulica,"(50.0667259, 19.8687951, 0.0)",50.0667259,19.8687951,0.0
5179,Atrakcyjne 3 pokojowe  Piastów 1 piętro,: małopolskie,3.0,365 000 ,47.25,7725.0,https://www.otodom.pl/oferta/atrakcyjne-3-pokojowe-os-piastow-1-pietro-ID3UxAY.html#af804d2d88,2019-06-25 13:57:02.889318,Piastów,Kraków : małopolskie Piastów,"Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.0980554, 20.0171049949883, 0.0)",50.0980554,20.0171049949883,0.0
5182,Mogilska 49m2/wys. 320cm/ również pod biuro Aktual,: Grzegórzki,2.0,390 000 ,49.0,7959.0,https://www.otodom.pl/oferta/mogilska-49m2-wys-320cm-rowniez-pod-biuro-aktual-ID3UtCg.html#af804d2d88,2019-06-25 13:57:02.889820,Mogilska,Kraków : Grzegórzki Mogilska,"Mogilska, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-546, Polska",ulica,"(50.0665972, 19.9689644, 0.0)",50.0665972,19.9689644,0.0
5184,Nowa inwestycja Bronowice   oddanie lipiec 2019,": Bronowice, Bronowice Małe",2.0,427 094 ,47.72,8950.0,https://www.otodom.pl/oferta/nowa-inwestycja-bronowice-oddanie-lipiec-2019-ID3UjFe.html#af804d2d88,2019-06-25 13:57:02.889820,Bronowicka,"Kraków : Bronowice, Bronowice Małe Bronowicka","Bronowicka, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 30-139, Polska",ulica,"(50.0816928, 19.8902943, 0.0)",50.0816928,19.8902943,0.0
5199,Nowe mieszkanie 3p.z balkonem Białoprądnicka,: Prądnik Biały,3.0,428 000 ,59.66,7174.0,https://www.otodom.pl/oferta/nowe-mieszkanie-3p-z-balkonem-bialopradnicka-ID3U7pK.html#89cb39c53b,2019-06-25 13:57:04.102167,Białoprądnicka,Kraków : Prądnik Biały Białoprądnicka,"Białoprądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-233, Polska",ulica,"(50.0966502, 19.9331089, 0.0)",50.0966502,19.9331089,0.0
5202,Bronowice 2 pokojowe 50 39 m2,: małopolskie,2.0,387 953 ,50.39,7699.0,https://www.otodom.pl/oferta/bronowice-2-pokojowe-50-39-m2-ID3U1ZG.html#89cb39c53b,2019-06-25 13:57:04.103138,Bronowicka,Kraków : małopolskie Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
5206,4 pokojowe mieszkanie dla rodziny 4 2/m2 !,: Bieżanów-Prokocim,4.0,342 567 ,80.62,4249.0,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-dla-rodziny-4-2-m2-ID3U1RK.html#89cb39c53b,2019-06-25 13:57:04.103138,Rodziny,Kraków : Bieżanów-Prokocim Rodziny,"Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.0154821, 20.018503149418603, 0.0)",50.0154821,20.018503149418603,0.0
5208,Poddasze Do Adaptacji  Stare Miasto  Staszica,: małopolskie,2.0,399 000 ,82.0,4866.0,https://www.otodom.pl/oferta/poddasze-do-adaptacji-stare-miasto-staszica-ID3LLEA.html#89cb39c53b,2019-06-25 13:57:04.104141,Starego,Kraków : małopolskie Starego,"Starego Dębu, Osiedle Pasternik, Prądnik Biały, Kraków, województwo małopolskie, 31-354, Polska",ulica,"(50.1018471, 19.8715587, 0.0)",50.1018471,19.8715587,0.0
5216,2 pokoje Ruczaj odbiór koniec lipca!!,": Dębniki, Ruczaj",2.0,403 437 ,45.33,8900.0,https://www.otodom.pl/oferta/2-pokoje-ruczaj-odbior-koniec-lipca-ID3TMqk.html#89cb39c53b,2019-06-25 13:57:04.105649,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
5217,Sprzedam bezpośrednio mieszkanie Kraków  Obozowa,: Łagiewniki-Borek Fałęcki,5.0,450 000 ,71.6,6285.0,https://www.otodom.pl/oferta/sprzedam-bezposrednio-mieszkanie-krakow-ul-obozowa-ID3TKPu.html#89cb39c53b,2019-06-25 13:57:04.105649,Obozowa,Kraków : Łagiewniki-Borek Fałęcki Obozowa,"Obozowa, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",ulica,"(50.0161494, 19.9057084, 0.0)",50.0161494,19.9057084,0.0
5229,3 pokoje   Boh. Września!,: małopolskie,3.0,355 000 ,49.0,7245.0,https://www.otodom.pl/oferta/3-pokoje-boh-wrzesnia-ID3Tl1m.html#feb7604158,2019-06-25 13:57:05.211140,Września,Kraków : małopolskie Września,"Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.098315549999995, 20.009929066016507, 0.0)",50.098315549999995,20.009929066016507,0.0
5233,3 POK. | Aleja 29 Listopada | Prądnik Biały |50 ,: Prądnik Biały,3.0,425 000 ,50.0,8500.0,https://www.otodom.pl/oferta/3-pok-aleja-29-listopada-pradnik-bialy-50-m-ID3Tgtq.html#feb7604158,2019-06-25 13:57:05.213146,Listopada,Kraków : Prądnik Biały Listopada,"Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska",ulica,"(50.0979605, 19.9622715, 0.0)",50.0979605,19.9622715,0.0
5236,Przestronne 2pok mieszkanie z garażem. Ruczaj,": Dębniki, Ruczaj",2.0,375 000 ,52.0,7212.0,https://www.otodom.pl/oferta/przestronne-2pok-mieszkanie-z-garazem-ruczaj-ID3TfJO.html#feb7604158,2019-06-25 13:57:05.214148,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
5241,Bronowice 3 pokojowe,: małopolskie,3.0,399 999 ,61.65,6488.0,https://www.otodom.pl/oferta/bronowice-3-pokojowe-ID3T79S.html#feb7604158,2019-06-25 13:57:05.215652,Bronowicka,Kraków : małopolskie Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
5249,53 m2 Królowej Jadwigi 6.700/m2,": Zwierzyniec, Wola Justowska",2.0,359 000 ,53.0,6774.0,https://www.otodom.pl/oferta/53-m2-krolowej-jadwigi-6-700-m2-ID3Mj3O.html#feb7604158,2019-06-25 13:57:05.218660,Jadwigi,"Kraków : Zwierzyniec, Wola Justowska Jadwigi","Królowej Jadwigi, Wola Justowska - Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-218, Polska",ulica,"(50.0657653, 19.8757726, 0.0)",50.0657653,19.8757726,0.0
5258,Zadbane mieszkanie na Olszy!,": Grzegórzki, Olsza",3.0,450 000 ,52.07,8642.0,https://www.otodom.pl/oferta/zadbane-mieszkanie-na-olszy-ID3SYU0.html#ef0a070769,2019-06-25 13:57:06.535505,Olszyny,"Kraków : Grzegórzki, Olsza Olszyny","Olszyny, Olsza, Grzegórzki, Kraków, województwo małopolskie, 31-429, Polska",ulica,"(50.0743348, 19.966827, 0.0)",50.0743348,19.966827,0.0
5260,Przestronne mieszkanie 4   pokojowe   Krowodrza !,: Krowodrza,4.0,381 220 ,54.46,7000.0,https://www.otodom.pl/oferta/przestronne-mieszkanie-4-pokojowe-krowodrza-ID3SW8I.html#ef0a070769,2019-06-25 13:57:06.536007,Krowoderska,Kraków : Krowodrza Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
5261,Przestronne mieszkanie 3  pokojowe   Krowodrza !,: Krowodrza,3.0,388 815 ,52.9,7350.0,https://www.otodom.pl/oferta/przestronne-mieszkanie-3-pokojowe-krowodrza-ID3SW1e.html#ef0a070769,2019-06-25 13:57:06.536509,Krowoderska,Kraków : Krowodrza Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
5265,Mieszkanie na   Łokietka o pow. 50m2,: Krowodrza,2.0,438 000 ,50.0,8760.0,https://www.otodom.pl/oferta/mieszkanie-na-ul-lokietka-o-pow-50m2-ID3SQQg.html#ef0a070769,2019-06-25 13:57:06.537010,Łokietka,Kraków : Krowodrza Łokietka,"Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska",ulica,"(50.085377, 19.9235123, 0.0)",50.085377,19.9235123,0.0
5275,Bronowice   3  bne pokoje   Okazja!,": Bronowice, Bronowice Małe",4.0,422 480 ,60.0,7041.0,https://www.otodom.pl/oferta/bronowice-3-osobne-pokoje-okazja-ID3NZ4Q.html#ef0a070769,2019-06-25 13:57:06.539016,Bronowicka,"Kraków : Bronowice, Bronowice Małe Bronowicka","Bronowicka, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 30-139, Polska",ulica,"(50.0816928, 19.8902943, 0.0)",50.0816928,19.8902943,0.0
